Strain : Tensile strain (Extension) gauge length,"100.00000",mm

Time,Extension,Load
(s),(mm),(N)
"72.29600","-0.49492","-0.00118"
"72.39600","-0.49492","-0.00116"
"72.49600","-0.49492","-0.00127"
"72.59600","-0.49492","-0.00128"
"72.69600","-0.49492","-0.00114"
"72.79600","-0.49492","-0.00114"
"72.89600","-0.49492","-0.00118"
"72.99600","-0.49492","-0.00118"
"73.09600","-0.49492","-0.00132"
"73.19600","-0.49492","-0.00121"
"73.29600","-0.49492","-0.00119"
"73.39600","-0.49492","-0.00111"
"73.49600","-0.49492","-0.00116"
"73.59600","-0.49492","-0.00123"
"73.69600","-0.49492","-0.00122"
"73.79600","-0.49492","-0.00123"
"73.89600","-0.49492","-0.00118"
"73.99600","-0.49492","-0.00122"
"74.09600","-0.49492","-0.00116"
"74.19600","-0.49492","-0.00110"
"74.29600","-0.49492","-0.00116"
"74.39600","-0.49492","-0.00120"
"74.49600","-0.49492","-0.00128"
"74.59600","-0.49492","-0.00130"
"74.69600","-0.49492","-0.00118"
"74.79600","-0.49492","-0.00111"
"74.89600","-0.49492","-0.00114"
"74.99600","-0.49492","-0.00115"
"75.09600","-0.49492","-0.00128"
"75.19600","-0.49492","-0.00118"
"75.29600","-0.49492","-0.00109"
"75.39600","-0.49492","-0.00123"
"75.49600","-0.49492","-0.00120"
"75.59600","-0.49492","-0.00132"
"75.69600","-0.49492","-0.00124"
"75.79600","-0.49492","-0.00118"
"75.89600","-0.49492","-0.00128"
"75.99600","-0.49492","-0.00119"
"76.09600","-0.49492","-0.00115"
"76.19600","-0.49492","-0.00117"
"76.29600","-0.49492","-0.00127"
"76.39600","-0.49492","-0.00121"
"76.49600","-0.49492","-0.00117"
"76.59600","-0.49492","-0.00126"
"76.69600","-0.49492","-0.00111"
"76.79600","-0.49492","-0.00125"
"76.89600","-0.49492","-0.00134"
"76.99600","-0.49492","-0.00127"
"77.09600","-0.49492","-0.00120"
"77.19600","-0.49492","-0.00116"
"77.29600","-0.49492","-0.00125"
"77.39600","-0.49492","-0.00117"
"77.49600","-0.49492","-0.00129"
"77.59600","-0.49492","-0.00123"
"77.69600","-0.49492","-0.00125"
"77.79600","-0.49492","-0.00123"
"77.89600","-0.49492","-0.00125"
"77.99600","-0.49492","-0.00108"
"78.09600","-0.49492","-0.00114"
"78.19600","-0.49492","-0.00123"
"78.29600","-0.49492","-0.00128"
"78.39600","-0.49492","-0.00129"
"78.49600","-0.49492","-0.00120"
"78.59600","-0.49492","-0.00119"
"78.69600","-0.49492","-0.00122"
"78.79600","-0.49492","-0.00126"
"78.89600","-0.49492","-0.00119"
"78.99600","-0.49492","-0.00118"
"79.09600","-0.49492","-0.00115"
"79.19600","-0.49492","-0.00127"
"79.29600","-0.49492","-0.00115"
"79.39600","-0.49492","-0.00121"
"79.49600","-0.49492","-0.00117"
"79.59600","-0.49492","-0.00133"
"79.69600","-0.49492","-0.00127"
"79.79600","-0.49492","-0.00121"
"79.89600","-0.49492","-0.00120"
"79.99600","-0.49492","-0.00120"
"80.09600","-0.49492","-0.00107"
"80.19600","-0.49492","-0.00122"
"80.29600","-0.49492","-0.00130"
"80.39600","-0.49492","-0.00122"
"80.49600","-0.49492","-0.00116"
"80.59600","-0.49492","-0.00118"
"80.69600","-0.49492","-0.00115"
"80.79600","-0.49492","-0.00133"
"80.89600","-0.49492","-0.00121"
"80.99600","-0.49492","-0.00127"
"81.09600","-0.49492","-0.00119"
"81.19600","-0.49492","-0.00128"
"81.29600","-0.49492","-0.00116"
"81.39600","-0.49492","-0.00113"
"81.49600","-0.49492","-0.00125"
"81.59600","-0.49492","-0.00129"
"81.69600","-0.49492","-0.00122"
"81.79600","-0.49492","-0.00124"
"81.89600","-0.49492","-0.00110"
"81.99600","-0.49492","-0.00129"
"82.09600","-0.49492","-0.00118"
"82.19600","-0.49492","-0.00126"
"82.29600","-0.49492","-0.00119"
"82.39600","-0.49492","-0.00130"
"82.49600","-0.49492","-0.00119"
"82.59600","-0.49492","-0.00128"
"82.69600","-0.49492","-0.00128"
"82.79600","-0.49492","-0.00118"
"82.89600","-0.49492","-0.00128"
"82.99600","-0.49492","-0.00119"
"83.09600","-0.49492","-0.00120"
"83.19600","-0.49492","-0.00122"
"83.29600","-0.49492","-0.00123"
"83.39600","-0.49492","-0.00122"
"83.49600","-0.49492","-0.00131"
"83.59600","-0.49492","-0.00133"
"83.69600","-0.49492","-0.00111"
"83.79600","-0.49492","-0.00113"
"83.89600","-0.49492","-0.00116"
"83.99600","-0.49492","-0.00121"
"84.09600","-0.49492","-0.00122"
"84.19600","-0.49492","-0.00110"
"84.29600","-0.49492","-0.00109"
"84.39600","-0.49492","-0.00123"
"84.49600","-0.49492","-0.00114"
"84.59600","-0.49492","-0.00109"
"84.69600","-0.49492","-0.00112"
"84.79600","-0.49492","-0.00123"
"84.89600","-0.49492","-0.00122"
"84.99600","-0.49492","-0.00121"
"85.09600","-0.49492","-0.00116"
"85.19600","-0.49492","-0.00113"
"85.29600","-0.49492","-0.00101"
"85.39600","-0.49492","-0.00127"
"85.49600","-0.49492","-0.00130"
"85.59600","-0.49492","-0.00122"
"85.69600","-0.49492","-0.00117"
"85.79600","-0.49492","-0.00112"
"85.89600","-0.49492","-0.00115"
"85.99600","-0.49492","-0.00115"
"86.09600","-0.49492","-0.00106"
"86.19600","-0.49492","-0.00120"
"86.29600","-0.49492","-0.00116"
"86.39600","-0.49492","-0.00121"
"86.49600","-0.49492","-0.00109"
"86.59600","-0.49492","-0.00114"
"86.69600","-0.49492","-0.00115"
"86.79600","-0.49492","-0.00119"
"86.89600","-0.49492","-0.00117"
"86.99600","-0.49492","-0.00108"
"87.09600","-0.49492","-0.00104"
"87.19600","-0.49492","-0.00106"
"87.29600","-0.49492","-0.00115"
"87.39600","-0.49492","-0.00113"
"87.49600","-0.49492","-0.00123"
"87.59600","-0.49492","-0.00121"
"87.69600","-0.49492","-0.00118"
"87.79600","-0.49492","-0.00117"
"87.89600","-0.49492","-0.00120"
"87.99600","-0.49492","-0.00117"
"88.09600","-0.49492","-0.00112"
"88.19600","-0.49492","-0.00118"
"88.29600","-0.49492","-0.00121"
"88.39600","-0.49492","-0.00119"
"88.49600","-0.49492","-0.00113"
"88.59600","-0.49492","-0.00118"
"88.69600","-0.49492","-0.00123"
"88.79600","-0.49492","-0.00121"
"88.89600","-0.49492","-0.00127"
"88.99600","-0.49492","-0.00116"
"89.09600","-0.49492","-0.00104"
"89.19600","-0.49492","-0.00125"
"89.29600","-0.49492","-0.00131"
"89.39600","-0.49492","-0.00119"
"89.49600","-0.49492","-0.00115"
"89.59600","-0.49492","-0.00127"
"89.69600","-0.49492","-0.00126"
"89.79600","-0.49492","-0.00117"
"89.89600","-0.49492","-0.00119"
"89.99600","-0.49492","-0.00115"
"90.09600","-0.49492","-0.00124"
"90.19600","-0.49492","-0.00112"
"90.29600","-0.49492","-0.00119"
"90.39600","-0.49492","-0.00116"
"90.49600","-0.49492","-0.00117"
"90.59600","-0.49492","-0.00123"
"90.69600","-0.49492","-0.00122"
"90.79600","-0.49492","-0.00120"
"90.89600","-0.49492","-0.00113"
"90.99600","-0.49492","-0.00110"
"91.09600","-0.49492","-0.00110"
"91.19600","-0.49492","-0.00105"
"91.29600","-0.49492","-0.00116"
"91.39600","-0.49492","-0.00103"
"91.49600","-0.49492","-0.00116"
"91.59600","-0.49492","-0.00118"
"91.69600","-0.49492","-0.00117"
"91.79600","-0.49492","-0.00111"
"91.89600","-0.49492","-0.00115"
"91.99600","-0.49492","-0.00127"
"92.09600","-0.49492","-0.00118"
"92.19600","-0.49492","-0.00124"
"92.29600","-0.49492","-0.00108"
"92.39600","-0.49492","-0.00112"
"92.49600","-0.49492","-0.00120"
"92.59600","-0.49492","-0.00106"
"92.69600","-0.49492","-0.00119"
"92.79600","-0.49492","-0.00111"
"92.89600","-0.49492","-0.00123"
"92.99600","-0.49492","-0.00116"
"93.09600","-0.49492","-0.00124"
"93.19600","-0.49492","-0.00117"
"93.29600","-0.49492","-0.00125"
"93.39600","-0.49492","-0.00120"
"93.49600","-0.49492","-0.00123"
"93.59600","-0.49492","-0.00109"
"93.69600","-0.49492","-0.00111"
"93.79600","-0.49492","-0.00116"
"93.89600","-0.49492","-0.00118"
"93.99600","-0.49492","-0.00123"
"94.09600","-0.49492","-0.00127"
"94.19600","-0.49492","-0.00107"
"94.29600","-0.49492","-0.00121"
"94.39600","-0.49492","-0.00120"
"94.49600","-0.49492","-0.00121"
"94.59600","-0.49492","-0.00108"
"94.69600","-0.49492","-0.00109"
"94.79600","-0.49492","-0.00126"
"94.89600","-0.49492","-0.00114"
"94.99600","-0.49492","-0.00117"
"95.09600","-0.49492","-0.00116"
"95.19600","-0.49492","-0.00116"
"95.29600","-0.49492","-0.00119"
"95.39600","-0.49492","-0.00117"
"95.49600","-0.49492","-0.00121"
"95.59600","-0.49492","-0.00105"
"95.69600","-0.49492","-0.00111"
"95.79600","-0.49492","-0.00109"
"95.89600","-0.49492","-0.00126"
"95.99600","-0.49492","-0.00115"
"96.09600","-0.49492","-0.00122"
"96.19600","-0.49492","-0.00119"
"96.29600","-0.49492","-0.00116"
"96.39600","-0.49492","-0.00115"
"96.49600","-0.49492","-0.00110"
"96.59600","-0.49492","-0.00120"
"96.69600","-0.49492","-0.00120"
"96.79600","-0.49492","-0.00126"
"96.89600","-0.49492","-0.00123"
"96.99600","-0.49492","-0.00107"
"97.09600","-0.49492","-0.00122"
"97.19600","-0.49492","-0.00119"
"97.29600","-0.49492","-0.00134"
"97.39600","-0.49492","-0.00112"
"97.49600","-0.49492","-0.00117"
"97.59600","-0.49492","-0.00108"
"97.69600","-0.49492","-0.00117"
"97.79600","-0.49492","-0.00122"
"97.89600","-0.49492","-0.00107"
"97.99600","-0.49492","-0.00118"
"98.09600","-0.49492","-0.00122"
"98.19600","-0.49492","-0.00123"
"98.29600","-0.49492","-0.00109"
"98.39600","-0.49492","-0.00114"
"98.49600","-0.49492","-0.00115"
"98.59600","-0.49492","-0.00114"
"98.69600","-0.49492","-0.00127"
"98.79600","-0.49492","-0.00118"
"98.89600","-0.49492","-0.00116"
"98.99600","-0.49492","-0.00106"
"99.09600","-0.49492","-0.00119"
"99.19600","-0.49492","-0.00112"
"99.29600","-0.49492","-0.00122"
"99.39600","-0.49492","-0.00114"
"99.49600","-0.49492","-0.00112"
"99.59600","-0.49492","-0.00121"
"99.69600","-0.49492","-0.00120"
"99.79600","-0.49492","-0.00113"
"99.89600","-0.49492","-0.00116"
"99.99600","-0.49492","-0.00120"
"100.09600","-0.49492","-0.00119"
"100.19600","-0.49492","-0.00108"
"100.29600","-0.49492","-0.00116"
"100.39600","-0.49492","-0.00117"
"100.49600","-0.49492","-0.00116"
"100.59600","-0.49492","-0.00118"
"100.69600","-0.49492","-0.00112"
"100.79600","-0.49492","-0.00113"
"100.89600","-0.49492","-0.00113"
"100.99600","-0.49492","-0.00115"
"101.09600","-0.49492","-0.00126"
"101.19600","-0.49492","-0.00107"
"101.29600","-0.49492","-0.00125"
"101.39600","-0.49492","-0.00110"
"101.49600","-0.49492","-0.00122"
"101.59600","-0.49492","-0.00106"
"101.69600","-0.49492","-0.00108"
"101.79600","-0.49492","-0.00119"
"101.89600","-0.49492","-0.00120"
"101.99600","-0.49492","-0.00122"
"102.09600","-0.49492","-0.00101"
"102.19600","-0.49492","-0.00098"
"102.29600","-0.49492","-0.00108"
"102.39600","-0.49492","-0.00116"
"102.49600","-0.49492","-0.00124"
"102.59600","-0.49492","-0.00121"
"102.69600","-0.49492","-0.00119"
"102.79600","-0.49492","-0.00116"
"102.89600","-0.49492","-0.00114"
"102.99600","-0.49492","-0.00115"
"103.09600","-0.49492","-0.00104"
"103.19600","-0.49492","-0.00115"
"103.29600","-0.49492","-0.00119"
"103.39600","-0.49492","-0.00114"
"103.49600","-0.49492","-0.00098"
"103.59600","-0.49492","-0.00100"
"103.69600","-0.49492","-0.00116"
"103.79600","-0.49492","-0.00124"
"103.89600","-0.49492","-0.00127"
"103.99600","-0.49492","-0.00126"
"104.09600","-0.49492","-0.00118"
"104.19600","-0.49492","-0.00115"
"104.29600","-0.49492","-0.00124"
"104.39600","-0.49492","-0.00122"
"104.49600","-0.49492","-0.00122"
"104.59600","-0.49492","-0.00118"
"104.69600","-0.49492","-0.00110"
"104.79600","-0.49492","-0.00124"
"104.89600","-0.49492","-0.00114"
"104.99600","-0.49492","-0.00126"
"105.09600","-0.49492","-0.00116"
"105.19600","-0.49492","-0.00123"
"105.29600","-0.49492","-0.00123"
"105.39600","-0.49492","-0.00114"
"105.49600","-0.49492","-0.00114"
"105.59600","-0.49492","-0.00094"
"105.69600","-0.49492","-0.00113"
"105.79600","-0.49492","-0.00121"
"105.89600","-0.49492","-0.00115"
"105.99600","-0.49492","-0.00114"
"106.09600","-0.49492","-0.00112"
"106.19600","-0.49492","-0.00114"
"106.29600","-0.49492","-0.00116"
"106.39600","-0.49492","-0.00118"
"106.49600","-0.49492","-0.00113"
"106.59600","-0.49492","-0.00117"
"106.69600","-0.49492","-0.00131"
"106.79600","-0.49492","-0.00113"
"106.89600","-0.49492","-0.00114"
"106.99600","-0.49492","-0.00104"
"107.09600","-0.49492","-0.00119"
"107.19600","-0.49492","-0.00125"
"107.29600","-0.49492","-0.00115"
"107.39600","-0.49492","-0.00103"
"107.49600","-0.49492","-0.00100"
"107.59600","-0.49492","-0.00108"
"107.69600","-0.49492","-0.00115"
"107.79600","-0.49492","-0.00127"
"107.89600","-0.49492","-0.00111"
"107.99600","-0.49492","-0.00121"
"108.09600","-0.49492","-0.00127"
"108.19600","-0.49492","-0.00124"
"108.29600","-0.49492","-0.00113"
"108.39600","-0.49492","-0.00113"
"108.49600","-0.49492","-0.00123"
"108.59600","-0.49492","-0.00113"
"108.69600","-0.49492","-0.00118"
"108.79600","-0.49492","-0.00113"
"108.89600","-0.49492","-0.00118"
"108.99600","-0.49492","-0.00120"
"109.09600","-0.49492","-0.00112"
"109.19600","-0.49492","-0.00120"
"109.29600","-0.49492","-0.00120"
"109.39600","-0.49492","-0.00107"
"109.49600","-0.49492","-0.00107"
"109.59600","-0.49492","-0.00115"
"109.69600","-0.49492","-0.00120"
"109.79600","-0.49492","-0.00123"
"109.89600","-0.49492","-0.00116"
"109.99600","-0.49492","-0.00111"
"110.09600","-0.49492","-0.00121"
"110.19600","-0.49492","-0.00112"
"110.29600","-0.49492","-0.00112"
"110.39600","-0.49492","-0.00119"
"110.49600","-0.49492","-0.00131"
"110.59600","-0.49492","-0.00128"
"110.69600","-0.49492","-0.00113"
"110.79600","-0.49492","-0.00114"
"110.89600","-0.49492","-0.00127"
"110.99600","-0.49492","-0.00121"
"111.09600","-0.49492","-0.00115"
"111.19600","-0.49492","-0.00115"
"111.29600","-0.49492","-0.00126"
"111.39600","-0.49492","-0.00122"
"111.49600","-0.49492","-0.00118"
"111.59600","-0.49492","-0.00115"
"111.69600","-0.49492","-0.00125"
"111.79600","-0.49492","-0.00128"
"111.89600","-0.49492","-0.00116"
"111.99600","-0.49492","-0.00131"
"112.09600","-0.49492","-0.00121"
"112.19600","-0.49492","-0.00118"
"112.29600","-0.49492","-0.00126"
"112.39600","-0.49492","-0.00116"
"112.49600","-0.49492","-0.00124"
"112.59600","-0.49492","-0.00106"
"112.69600","-0.49492","-0.00118"
"112.79600","-0.49492","-0.00105"
"112.89600","-0.49492","-0.00121"
"112.99600","-0.49492","-0.00115"
"113.09600","-0.49492","-0.00114"
"113.19600","-0.49492","-0.00110"
"113.29600","-0.49492","-0.00106"
"113.39600","-0.49492","-0.00106"
"113.49600","-0.49492","-0.00101"
"113.59600","-0.49492","-0.00111"
"113.69600","-0.49492","-0.00118"
"113.79600","-0.49492","-0.00120"
"113.89600","-0.49492","-0.00119"
"113.99600","-0.49492","-0.00108"
"114.09600","-0.49492","-0.00107"
"114.19600","-0.49492","-0.00113"
"114.29600","-0.49492","-0.00118"
"114.39600","-0.49492","-0.00112"
"114.49600","-0.49492","-0.00114"
"114.59600","-0.49492","-0.00111"
"114.69600","-0.49492","-0.00113"
"114.79600","-0.49492","-0.00118"
"114.89600","-0.49492","-0.00118"
"114.99600","-0.49492","-0.00120"
"115.09600","-0.49492","-0.00118"
"115.19600","-0.49492","-0.00119"
"115.29600","-0.49492","-0.00118"
"115.39600","-0.49492","-0.00096"
"115.49600","-0.49492","-0.00106"
"115.59600","-0.49492","-0.00115"
"115.69600","-0.49492","-0.00125"
"115.79600","-0.49492","-0.00116"
"115.89600","-0.49492","-0.00110"
"115.99600","-0.49492","-0.00113"
"116.09600","-0.49492","-0.00107"
"116.19600","-0.49492","-0.00122"
"116.29600","-0.49492","-0.00111"
"116.39600","-0.49492","-0.00113"
"116.49600","-0.49492","-0.00126"
"116.59600","-0.49492","-0.00110"
"116.69600","-0.49492","-0.00113"
"116.79600","-0.49492","-0.00098"
"116.89600","-0.49492","-0.00110"
"116.99600","-0.49492","-0.00105"
"117.09600","-0.49492","-0.00124"
"117.19600","-0.49492","-0.00117"
"117.29600","-0.49492","-0.00110"
"117.39600","-0.49492","-0.00123"
"117.49600","-0.49492","-0.00107"
"117.59600","-0.49492","-0.00120"
"117.69600","-0.49492","-0.00114"
"117.79600","-0.49492","-0.00117"
"117.89600","-0.49492","-0.00111"
"117.99600","-0.49492","-0.00110"
"118.09600","-0.49492","-0.00115"
"118.19600","-0.49492","-0.00105"
"118.29600","-0.49492","-0.00115"
"118.39600","-0.49492","-0.00110"
"118.49600","-0.49492","-0.00118"
"118.59600","-0.49492","-0.00113"
"118.69600","-0.49492","-0.00112"
"118.79600","-0.49492","-0.00109"
"118.89600","-0.49492","-0.00115"
"118.99600","-0.49492","-0.00114"
"119.09600","-0.49492","-0.00120"
"119.19600","-0.49492","-0.00108"
"119.29600","-0.49492","-0.00104"
"119.39600","-0.49492","-0.00115"
"119.49600","-0.49492","-0.00115"
"119.59600","-0.49492","-0.00110"
"119.69600","-0.49492","-0.00114"
"119.79600","-0.49492","-0.00113"
"119.89600","-0.49492","-0.00115"
"119.99600","-0.49492","-0.00109"
"120.09600","-0.49492","-0.00116"
"120.19600","-0.49492","-0.00111"
"120.29600","-0.49492","-0.00119"
"120.39600","-0.49492","-0.00123"
"120.49600","-0.49492","-0.00122"
"120.59600","-0.49492","-0.00106"
"120.69600","-0.49492","-0.00108"
"120.79600","-0.49492","-0.00112"
"120.89600","-0.49492","-0.00120"
"120.99600","-0.49492","-0.00121"
"121.09600","-0.49492","-0.00116"
"121.19600","-0.49492","-0.00110"
"121.29600","-0.49492","-0.00114"
"121.39600","-0.49492","-0.00115"
"121.49600","-0.49492","-0.00114"
"121.59600","-0.49492","-0.00120"
"121.69600","-0.49492","-0.00110"
"121.79600","-0.49492","-0.00122"
"121.89600","-0.49492","-0.00116"
"121.99600","-0.49492","-0.00113"
"122.09600","-0.49492","-0.00115"
"122.19600","-0.49492","-0.00118"
"122.29600","-0.49492","-0.00125"
"122.39600","-0.49492","-0.00112"
"122.49600","-0.49492","-0.00116"
"122.59600","-0.49492","-0.00112"
"122.69600","-0.49492","-0.00119"
"122.79600","-0.49492","-0.00119"
"122.89600","-0.49492","-0.00123"
"122.99600","-0.49492","-0.00128"
"123.09600","-0.49492","-0.00109"
"123.19600","-0.49492","-0.00129"
"123.29600","-0.49492","-0.00105"
"123.39600","-0.49492","-0.00111"
"123.49600","-0.49492","-0.00111"
"123.59600","-0.49492","-0.00122"
"123.69600","-0.49492","-0.00123"
"123.79600","-0.49492","-0.00128"
"123.89600","-0.49492","-0.00116"
"123.99600","-0.49492","-0.00099"
"124.09600","-0.49492","-0.00113"
"124.19600","-0.49492","-0.00116"
"124.29600","-0.49492","-0.00107"
"124.39600","-0.49492","-0.00107"
"124.49600","-0.49492","-0.00105"
"124.59600","-0.49492","-0.00122"
"124.69600","-0.49492","-0.00113"
"124.79600","-0.49492","-0.00118"
"124.89600","-0.49492","-0.00111"
"124.99600","-0.49492","-0.00119"
"125.09600","-0.49492","-0.00116"
"125.19600","-0.49492","-0.00107"
"125.29600","-0.49492","-0.00110"
"125.39600","-0.49492","-0.00112"
"125.49600","-0.49492","-0.00116"
"125.59600","-0.49492","-0.00119"
"125.69600","-0.49492","-0.00120"
"125.79600","-0.49492","-0.00118"
"125.89600","-0.49492","-0.00111"
"125.99600","-0.49492","-0.00111"
"126.09600","-0.49492","-0.00123"
"126.19600","-0.49492","-0.00122"
"126.29600","-0.49492","-0.00114"
"126.39600","-0.49492","-0.00107"
"126.49600","-0.49492","-0.00111"
"126.59600","-0.49492","-0.00114"
"126.69600","-0.49492","-0.00124"
"126.79600","-0.49492","-0.00116"
"126.89600","-0.49492","-0.00130"
"126.99600","-0.49492","-0.00120"
"127.09600","-0.49492","-0.00113"
"127.19600","-0.49492","-0.00108"
"127.29600","-0.49492","-0.00107"
"127.39600","-0.49492","-0.00122"
"127.49600","-0.49492","-0.00114"
"127.59600","-0.49492","-0.00115"
"127.69600","-0.49492","-0.00111"
"127.79600","-0.49492","-0.00110"
"127.89600","-0.49492","-0.00115"
"127.99600","-0.49492","-0.00116"
"128.09600","-0.49492","-0.00114"
"128.19600","-0.49492","-0.00107"
"128.29600","-0.49492","-0.00113"
"128.39600","-0.49492","-0.00116"
"128.49600","-0.49492","-0.00118"
"128.59600","-0.49492","-0.00113"
"128.69600","-0.49492","-0.00113"
"128.79600","-0.49492","-0.00121"
"128.89600","-0.49492","-0.00119"
"128.99600","-0.49492","-0.00126"
"129.09600","-0.49492","-0.00098"
"129.19600","-0.49492","-0.00108"
"129.29600","-0.49492","-0.00111"
"129.39600","-0.49492","-0.00126"
"129.49600","-0.49492","-0.00112"
"129.59600","-0.49492","-0.00112"
"129.69600","-0.49492","-0.00111"
"129.79600","-0.49492","-0.00117"
"129.89600","-0.49492","-0.00109"
"129.99600","-0.49492","-0.00114"
"130.09600","-0.49492","-0.00118"
"130.19600","-0.49492","-0.00119"
"130.29600","-0.49492","-0.00110"
"130.39600","-0.49492","-0.00115"
"130.49600","-0.49492","-0.00101"
"130.59600","-0.49492","-0.00109"
"130.69600","-0.49492","-0.00122"
"130.79600","-0.49492","-0.00121"
"130.89600","-0.49492","-0.00117"
"130.99600","-0.49492","-0.00112"
"131.09600","-0.49492","-0.00103"
"131.19600","-0.49492","-0.00104"
"131.29600","-0.49492","-0.00105"
"131.39600","-0.49492","-0.00116"
"131.49600","-0.49492","-0.00103"
"131.59600","-0.49492","-0.00107"
"131.69600","-0.49492","-0.00109"
"131.79600","-0.49492","-0.00106"
"131.89600","-0.49492","-0.00118"
"131.99600","-0.49492","-0.00112"
"132.09600","-0.49492","-0.00125"
"132.19600","-0.49492","-0.00114"
"132.29600","-0.49492","-0.00117"
"132.39600","-0.49492","-0.00104"
"132.49600","-0.49492","-0.00102"
"132.59600","-0.49492","-0.00105"
"132.69600","-0.49492","-0.00117"
"132.79600","-0.49492","-0.00125"
"132.89600","-0.49492","-0.00109"
"132.99600","-0.49492","-0.00108"
"133.09600","-0.49492","-0.00113"
"133.19600","-0.49492","-0.00119"
"133.29600","-0.49492","-0.00105"
"133.39600","-0.49492","-0.00111"
"133.49600","-0.49492","-0.00114"
"133.59600","-0.49492","-0.00122"
"133.69600","-0.49492","-0.00124"
"133.79600","-0.49492","-0.00112"
"133.89600","-0.49492","-0.00118"
"133.99600","-0.49492","-0.00113"
"134.09600","-0.49492","-0.00116"
"134.19600","-0.49492","-0.00107"
"134.29600","-0.49492","-0.00105"
"134.39600","-0.49492","-0.00109"
"134.49600","-0.49492","-0.00100"
"134.59600","-0.49492","-0.00117"
"134.69600","-0.49492","-0.00116"
"134.79600","-0.49492","-0.00114"
"134.89600","-0.49492","-0.00113"
"134.99600","-0.49492","-0.00119"
"135.09600","-0.49492","-0.00108"
"135.19600","-0.49492","-0.00108"
